persondata.txt   v0.1 GAMMEL UTGAVE H2010   Kilder: Wikipedia, TMDb   -*- coding:us-ascii -*-
aak1	AAke Fridell
cha56	Chantal Neuwirth
cha57	Chantal Strand
cha58	Chantille Boudousque
cha59	Chantui
cha60	Chao Deng
cha61	Chao Gan
cha62	Chapman To
cha63	Charis Kirkpatrick Acuff
cha64	Charle
cha65	Charlene Choi
cha66	Charlene Holt
cha67	Charles "Buddy" Rogers
cha68	Charles 'Bud' Tingwell
cha69	Charles 'Chic' Sale
cha70	Charles A. Bachman
cha71	Charles A. Lindbergh
cha72	Charles A. Nichols
cha73	Charles Aidman
cha74	Charles Andre
cha75	Charles Arnt
cha76	Charles Aznavour
cha77	Charles B. Griffith
cha78	Charles B. Middleton
cha79	Charles Bail
cha80	Charles Band
cha81	Charles Barton
cha82	Charles Belcher
cha83	Charles Berling
cha84	Charles Bickford
cha85	Charles Biname
cha86	Charles Blavette
cha87	Charles Boyer
cha88	Charles Brabin
cha89	Charles Bronson
cha90	Charles Bryan
cha91	Charles Burnett
cha92	Charles Butterworth
cha93	Charles Cane
cha94	Charles Carson
cha95	Charles Chaplin
cha96	Charles Chauvel
cha97	Charles Cioffi
cha98	Charles Clary
cha99	Charles Coburn
cha100	Charles Conrad
cha101	Charles Cooper
cha102	Charles Correll
cha103	Charles Craig
cha104	Charles Cyphers
cha105	Charles D. Brown
cha106	Charles Dance
cha107	Charles David
cha108	Charles Denner
cha109	Charles De Roche
cha110	Charles Dingle
cha111	Charles Dougherty
cha112	Charles Drake
cha113	Charles E. Sellier Jr.
cha114	Charles Edler
cha115	Charles F. Haas
cha116	Charles F. Reisner
cha117	Charles Farrell
cha118	Charles Fleischer
cha119	Charles French
cha120	Charles Frend
cha121	Charles Gitonga Maina
cha122	Charles Goldner
cha123	Charles Gordone
cha124	Charles Granval
cha125	Charles Gray
cha126	Charles Grosvenor
cha127	Charles Guggenheim
cha128	Charles Gunning
cha129	Charles Haid
cha130	Charles Hallahan
cha131	Charles Halton
cha132	Charles Hambleton
cha133	Charles Hawtrey
cha134	Charles Henry Smith
cha135	Charles Herbert
cha136	Charles Herman-Wurmfeld
cha137	Charles Herzinger
cha138	Charles Hill Mailes
cha139	Charles Inslee
cha140	Charles Jarrott
cha141	Charles Jones
cha142	Charles Kay
cha143	Charles Keating
cha144	Charles Kemper
cha145	Charles Kimbrough
cha146	Charles King
cha147	Charles Kiselyak
cha148	Charles Korvin
cha149	Charles Lamont
cha150	Charles Lane
cha151	Charles Lang
cha152	Charles Lanyer
cha153	Charles Le Clainche
cha154	Charles Little
cha155	Charles M. Jones
cha156	Charles MacArthur
cha157	Charles Malik Whitfield
cha158	Charles Marquis Warren
cha159	Charles McGraw
cha160	Charles Middleton
cha161	Charles Millot
cha162	Charles Murray
cha163	Charles Napier
cha164	Charles Officer
cha165	Charles Ogle
cha166	Charles Oliver
cha167	Charles Paton
cha168	Charles Puffy
cha169	Charles Q. Murphy
cha170	Charles Reed
cha171	Charles Reisner
cha172	Charles Robert Carner
cha173	Charles Robinson
cha174	Charles Rocket
cha175	Charles Ruggles
cha176	Charles S. Dutton
cha177	Charles Scorsese
cha178	Charles Seel
cha179	Charles Sellon
cha180	Charles Shaughnessy
cha181	Charles Shyer
cha182	Charles Starrett
cha183	Charles Stone III
cha184	Charles Sturridge
cha185	Charles Swenson
cha186	Charles Swickard
cha187	Charles T. Kanganis
cha188	Charles Tait
cha189	Charles Trowbridge
cha190	Charles Tyner
cha191	Charles Vanel
cha192	Charles Victor
cha193	Charles Vidor
cha194	Charles Visser
cha195	Charles Waldron
cha196	Charles Walters
cha197	Charles Watts
cha198	Charles Weldon
cha199	Charles Wellesley
cha200	Charles Winninger
cha201	Charley Chase
cha202	Charley Grapewin
cha203	Charley Ramm
cha204	Charley Rogers
cha205	Charley Young
cha206	Charlie Adler
cha207	Charlie Barnett
cha208	Charlie Chin
cha209	Charlie Cox
cha210	Charlie Creed-Miles
cha211	Charlie Day
cha212	Charlie Dell
cha213	Charlie Drake
cha214	Charlie Finn
cha215	Charlie Hall
cha216	Charlie Hunnam
cha217	Charlie Korsmo
cha218	Charlie Murphy
cha219	Charlie O'Connell
cha220	Charlie Peters
cha221	Charlie Phillips
cha222	Charlie Ray
cha223	Charlie Ruggles
cha224	Charlie Saxton
cha225	Charlie Schlatter
cha226	Charlie Spademan
cha227	Charlie Stratton
cha228	Charlie Tahan
cha229	Charlie Talbert
cha230	Charlie Tanimoto
cha231	Charlie Trairat
cha232	Charlie Watts
cha233	Charlie Yeung
cha234	Charlita
cha235	Charlotte af Geijerstam
cha236	Charlotte Alexandra
cha237	Charlotte Austin
cha238	Charlotte Ayanna
cha239	Charlotte Burton
cha240	Charlotte Coleman
cha241	Charlotte Cornwell
cha242	Charlotte Eve Blythe
cha243	Charlotte Fich
cha244	Charlotte Fitzpatrick
cha245	Charlotte Gainsbourg
cha246	Charlotte Henry
cha247	Charlotte Kaufman
cha248	Charlotte Lewis
cha249	Charlotte McDougall
cha250	Charlotte Mineau
cha251	Charlotte Mitchell
cha252	Charlotte Rae
cha253	Charlotte Rampling
cha254	Charlotte Stewart
cha255	Charly Bravo
cha256	Charlyne Yi
cha257	Charmaine Larthe
cha258	Charmian May
cha259	Charmion King
cha260	Chartchai Ngamsan
cha261	Charuprakash Ghosh
cha262	Charwin Jitsomboon
cha263	Chase Bloch
cha264	Chase Ellison
cha265	Chase Masterson
cha266	Chase Offerle
cha267	Chase Randolph
cha268	Cha Seung-won
cha269	Chase Wright Vanek
cha270	Cha Soo-yeon
cha271	Chastity Ayala
cha272	Cha Tae-Hyun
cha273	Chatchai Plengpanich
cha274	Chatrichalerm Yukol
cha275	Chau Belle Dinh
cha276	Cha Ye-ryeon
cha277	Chaylon Blancett
cha278	Chazz Palminteri
che1	Cheryl Campbell
che2	Cher
che3	C. Henry Gordon
che4	Cheech Marin
che5	Chee Kong Cheah
che6	Chelah Horsdal
che7	Chelcie Ross
che8	Chella
che9	Chel Lopez
che10	Chelsea Bloch
che11	Chelsea Brown
che12	Chelsea Field
che13	Chelsea Noble
che14	Chelse Swain
che15	Chen Bo'er
che16	Chen Chang
che17	Chen Chao-jung
che18	Chen Chi-Hwa
che19	Chen Chi Hwa
che20	Chen Daoming
che21	Cheng Bugao
che22	Cheng Li
che23	Cheng Lianzhong
che24	Cheng Miu
che25	Chengren Tian
che26	Cheng Taisheng
che27	Chen Hong
che28	Chen Jianbin
che29	Chen Jin
che30	Chen Jinquan
che31	Chen Kaige
che32	Chen Kuan Tai
che33	Chen Kun
che34	Chen Kuo-fu
che35	Chen Li
che36	Chen Ning
che37	Chenoa Maxwell
che38	Chen Shaohua
che39	Chen Shiang-chyi
che40	Chen Yanyan
che41	Chen Yin-jung
che42	Chen Yinan
che43	Cheon Se-hwan
che44	Cheran
che45	Cherie Chung
che46	Cherie Currie
che47	Cherie Lunghi
che48	Cherien Dabis
che49	Cherie Nowlan
che50	Cherilee Taylor
che51	Cheri Oteri
che52	Cherrie In
che53	Cherrie Ying
che54	Cherry Jones
che55	Cheryl Dunye
che56	Cherylene Lee
che57	Cheryl Hines
che58	Cheryl Ladd
che59	Cheryl Lynn Bruce
che60	Cheryl Pollak
che61	Cheryl Smith
che62	Cheryl Swarts
che63	Cheryl Tiegs
che64	Chesney Allen
che65	Chester Conklin
che66	Chester Erskine
che67	Chester M. Franklin
che68	Chester Morris
che69	Chete Lera
che70	Cheung Man
che71	Cheung Siu-Fai
che72	Cheung Tat-Ming
che73	Cheung Tung-cho
che74	Chevy Chase
chh1	Chhabi Biswas,
chi1	Chishu Ryu
chi2	Chieko Higashiyama
chi3	Chi-Hwa Chen
chi4	Chi-Leung Law
chi5	Chia-hsiang Wu
chi6	Chia Hui Liu
chi7	Chiaki Kuriyama
chi8	Chiara Caselli
chi9	Chiara Zanni
chi10	Chia Yung Liu
chi11	Chicago Symphony Orchestra
chi12	Chick Chandler
chi13	Chick Vennera
chi14	Chico Diaz
chi15	Chico Marx
chi16	Chief Dan George
chi17	Chieko Akaza
chi18	Chieko Baisho
chi19	Chieko Matsubara
chi20	Chieko Misaka
chi21	Chieko Nakakita
chi22	Chien-lien Wu
chi23	Chih-ping Chiang
chi24	Chiharo Niiyama
chi25	Chiharu Kuri
chi26	Chiharu Niiyama
chi27	Chikage Awashima
chi28	Chika Sakamoto
chi29	Chill Wills
chi30	Chilton Crane
chi31	Chi McBride
chi32	China Chow
chi33	China Zorrilla
chi34	Chin Chin Gutierrez
chi35	Chingiz Tsydendambayev
chi36	Chingmy Yau
chi37	Ching Siu-Tung
chi38	Ching Wan Lau
chi39	Chin Han
chi40	Chintara Sukapatana
chi41	Chip Bent
chi42	Chips Rafferty
chi43	Chiranjeevi
chi44	Chitrashi Rawat
chi45	Chiwetel Ejiofor
chl1	Chloe Sevigny
chl2	Chloe Armstrong
chl3	Chloe Bailey
chl4	Chloe Hunter
chl5	Chloe Moretz
chl6	Chloe Webb
cho1	Chow Yun-Fat
cho2	Choemon Bando
cho3	Choi Cheol-ho
cho4	Choichiro Kawarazaki
cho5	Choi Hee-jin
cho6	Choi In-kyu
cho7	Choi In-suk
cho8	Choi Ji-woo
cho9	Choi Ji Woo
cho10	Choi Kang-hee
cho11	Choi Min-sik
cho12	Choi Min-soo
cho13	Choi Seok-won
cho14	Choi Seong-guk
cho15	Choi Siu Wan
cho16	Choi Sun-seok
cho17	Cho Jae-hyun
cho18	Chojuro Kawarazaki
cho19	Chompunuch Piyapanee
cho20	Chong Peipei
cho21	Choo So-yeong
cho22	Chopper Bernet
cho23	Chotaro Togin
cho24	Chouko Iida
cho25	Choy Chang Wing
cho26	Cho Yuet
chr1	Chris Buck
chr2	Christopher Plummer
chr3	Christopher Lloyd
chr4	Christopher Daniel Barnes
chr5	Christina Ricci
chr6	Chris O'Donnell
chr7	Christopher Eccleston
chr8	Chris Sarandon
chr9	Chris Noonan
chr10	Christine Cavanaugh
chr11	Christoph Waltz
chr12	Chris Columbus
chr13	Christopher Nolan
chr14	Christian Bale
chr15	Chris Addison
chr16	Chris Albrecht
chr17	Chris Ambrose
chr18	Chris Barnes
chr19	Chris Barrett
chr20	Chris Barrie
chr21	Chris Bauer
chr22	Chris Bernard
chr23	Chris Carmack
chr24	Chris Carter
chr25	Chris Casamassa
chr26	Chris Chan Lee
chr27	Chris Cooper
chr28	Chris Coppola
chr29	Chris Delaporte,
chr30	Chris Demetral
chr31	Chris DeRose
chr32	Chris Eigeman
chr33	Chris Elliott
chr34	Chris Evans
chr35	Chris Eyre
chr36	Chris Farley
chr37	Chris Ferreira
chr38	Chris Forbes
chr39	Chris Gauthier
chr40	Chris Geere
chr41	Chris Gerolmo
chr42	Chris Gilbert
chr43	Chris Graham
chr44	Chris Hardwick
chr45	Chris Haywood
chr46	Chris Hegedus
chr47	Chris Hogan
chr48	Chris Isaak
chr49	Chris Jones
chr50	Chris Kattan
chr51	Chris Kentis
chr52	Chris Klein
chr53	Chris Koch
chr54	Chris Lemmon
chr55	Chris Lowe
chr56	Chris Makepeace
chr57	Chris Marker
chr58	Chris Marquette
chr59	Chris Massoglia
chr60	Chris Matheson
chr61	Chris McCarty
chr62	Chris Menges
chr63	Chris Messina
chr64	Chris Miller
chr65	Chris Mitchum
chr66	Chris Mulkey
chr67	Chris Nahon
chr68	Chris Newby
chr69	Chris Noth
chr70	Chris O'Dowd
chr71	Chris O'Neill
chr72	Chris Owen
chr73	Chris Palermo
chr74	Chris Parker
chr75	Chris Parnell
chr76	Chris Penn
chr77	Chris Pine
chr78	Chris Pontius
chr79	Chris Potter
chr80	Chris Pratt
chr81	Chris Renaud
chr82	Chris Roberts
chr83	Chris Rock
chr84	Chris Sanchez
chr85	Chris Sanders
chr86	Chris Santos
chr87	Chrissie Cotterill
chr88	Chris Smith
chr89	Chris Solari
chr90	Chris Spencer
chr91	Chris Stack
chr92	Chris Stafford
chr93	Chris Stokes
chr94	Christa B. Allen
chr95	Christa Denton
chr96	Chris Taloa
chr97	Chris Tashima
chr98	Chris Terrio
chr99	Christian-Jaque
chr100	Christian Alvart
chr101	Christian Berkel
chr102	Christian Borromeo
chr103	Christian Camargo
chr104	Christian Campbell
chr105	Christian Carion
chr106	Christian Charriere
chr107	Christian Clark
chr108	Christian Clavier
chr109	Christian de Chalonge
chr110	Christian De Sica
chr111	Christian Drew Sidaris
chr112	Christian Duguay
chr113	Christiane Amanpour
chr114	Christiane Breustedt
chr115	Christiane Horbiger
chr116	Christian Erickson
chr117	Christiane Schmidtmer
chr118	Christian Fittipaldi
chr119	Christian Frei
chr120	Christian J. Meoli
chr121	Christian Kane
chr122	Christian McKay
chr123	Christian Meier
chr124	Christian Nyby
chr125	Christian P. Della Penna
chr126	Christian Patey
chr127	Christian Pikes
chr128	Christian Roberts
chr129	Christian Robinson
chr130	Christian Sengewald
chr131	Christian Sinniger
chr132	Christian Slater
chr133	Christian Tramitz
chr134	Christian Volckman
chr135	Christian Zubert
chr136	Christie Claridge
chr137	Christie Clark
chr138	Christie Ford
chr139	Christien Anholt
chr140	Christina Applegate
chr141	Christina Brucato
chr142	Christina Cabot
chr143	Christina Campanella
chr144	Christina Cole
chr145	Christina Cox
chr146	Christina Grosse
chr147	Christina Kirk
chr148	Christina Milian
chr149	Christina Nigra
chr150	Christina Peters
chr151	Christina Pickles
chr152	Christina Puzzo
chr153	Christina Souza
chr154	Christina Turley
chr155	Christina Vidal
chr156	Christina Wayne
chr157	Christine Adams
chr158	Christine Amor
chr159	Christine Baranski
chr160	Christine Belford
chr161	Christine Buchegger
chr162	Christine Domaniecki
chr163	Christine Dunford
chr164	Christine Eads
chr165	Christine Ebersole
chr166	Christine Elise
chr167	Christine Finn
chr168	Christine Firkins
chr169	Christine Gordon
chr170	Christine Hakim
chr171	Christine Hargreaves
chr172	Christine Jeffs
chr173	Christine Kan
chr174	Christine Kaufmann
chr175	Christine Lahti
chr176	Christine Lakin
chr177	Christine Taylor
chr178	Christin Marquitan
chr179	Christo Jivkov
chr180	Christophe Barratier
chr181	Christophe Gans
chr182	Christophe Hatey
chr183	Christopher "Kid" Reid
chr184	Christopher "Play" Martin
chr185	Christopher-Robin Street
chr186	Christopher Adamson
chr187	Christopher Allen Nelson
chr188	Christopher Ashley
chr189	Christopher Atkins
chr190	Christopher Baker
chr191	Christopher Barkett
chr192	Christopher Biggins
chr193	Christopher Bunworth
chr194	Christopher Byers
chr195	Christopher Cain
chr196	Christopher Carley
chr197	Christopher Castile
chr198	Christopher Cazenove
chr199	Christopher Chen
chr200	Christopher Collet
chr201	Christopher Connelly
chr202	Christopher Cousins
chr203	Christopher Crowe
chr204	Christopher Curry
chr205	Christopher Dark
chr206	Christopher Dillon Quinn
chr207	Christopher Doyle
chr208	Christopher Dunne
chr209	Christopher Egan
chr210	Christopher Erskin
chr211	Christopher Fairbank
chr212	Christopher Fulford
chr213	Christopher Gartin
chr214	Christopher Gasti
chr215	Christopher George
chr216	Christopher Guest
chr217	Christopher Hampton
chr218	Christopher Hart
chr219	Christopher Hewett
chr220	Christopher Igoe
chr221	Christopher Jacot
chr222	Christopher Jones
chr223	Christopher Karallis
chr224	Christopher Knowings
chr225	Christopher Kovaleski
chr226	Christopher Kroon
chr227	Christopher Lambert
chr228	Christopher Lawford
chr229	Christopher Lee
chr230	Christopher Leitch
chr231	Christopher Ling Lee Ian
chr232	Christopher Marquette
chr233	Christopher Martin
chr234	Christopher Masterson
chr235	Christopher Matthews
chr236	Christopher McDonald
chr237	Christopher McQuarrie
chr238	Christopher Meloni
chr239	Christopher Menaul
chr240	Christopher Mintz-Plasse
chr241	Christopher Mitchum
chr242	Christopher Monger
chr243	Christopher Morahan
chr244	Christopher Munch
chr245	Christopher Murphy
chr246	Christopher Murray
chr247	Christopher Neame
chr248	Christopher Olsen
chr249	Christopher Pettiet
chr250	Christopher Reeve
chr251	Christopher Reid
chr252	Christopher Rhodes
chr253	Christopher Rydell
chr254	Christopher Scott Cherot
chr255	Christopher Showerman
chr256	Christopher Smith
chr257	Christopher St. John
chr258	Christopher Stone
chr259	Christopher Villiers
chr260	Christopher Walken
chr261	Christopher Williams
chr262	Christoph M. Ohrt
chr263	Chris Tucker
chr264	Christy Cabanne
chr265	Christy Chung
chr266	Christy Foushee
chr267	Chris Wahlstrom
chr268	Chris Waits
chr269	Chris Walas
chr270	Chris Warfield
chr271	Chris Watson
chr272	Chris Webb
chr273	Chris Wedge
chr274	Chris Weitz
chr275	Chris Wiggins
chr276	Chris Williams
chr277	Chris WIllis
chr278	Chris York
chr279	Chris Young
chr280	Chrystopher Murphy
chu1	Chunchuna Villafane
chu2	Chuan Lu
chu3	Chu Chang-min
chu4	Chuck Aspegren
chu5	Chuck Bartelle
chu6	Chuck Bush
chu7	Chuck Campbell
chu8	Chuck Connors
chu9	Chuck D
chu10	Chuck Griffiths
chu11	Chuck Jones
chu12	Chuck Low
chu13	Chuck McCann
chu14	Chuck Mitchell
chu15	Chuck Norris
chu16	Chuck Russell
chu17	Chuck Sheetz
chu18	Chukiat Sakveerakul
chu19	Chu Kit Ming
chu20	Chul Kim
chu21	Chulpan Khamatova
chu22	Chun Hsiang Ko
chu23	Chunibala Devi
chu24	Chun Jung Myung
chu25	Chun Ki-won
chu26	Chunky Pandey
chu27	Chuqian Zhang
chu28	Chu Sang-mi
chu29	Chus Lampreave
chu30	Chu Yin-ping
chy1	Chyler Leigh
chy2	Chynna Phillips
cia1	Ciaran Hinds
cia2	Ciaran McMenamin
cia3	Ciaran Owens
cic1	Ciccio Ingrassia
cic2	Cicely Tyson
cil1	Cillian Murphy
cin1	Cindy Ambuehl
cin2	Cindy Cheung
cin3	Cindy Crawford
cin4	Cindy Furgatch
cin5	Cindy Morgan
cin6	Cindy Pickett
cin7	Cindy Sherman
cin8	Cindy Weintraub
cin9	Cindy Williams
cin10	cinematographer
cir1	Cirio H. Santiago
cja1	C. Jay Cox
cjc1	C.J. Cooke
cjg1	C.J. Graham
cla1	Clark Gable
cla2	Claire Denis
cla3	Claude Rains
cla4	Claude Lelouch
cla5	Claudette Colbert
cla6	Claes Fellbom
cla7	Claire Adams
cla8	Claire Benito
cla9	Claire Bloom
cla10	Claire Danes
cla11	Claire Du Brey
cla12	Claire Duhamel
cla13	Claire Dunne
cla14	Claire Forlani
cla15	Claire Hughes
cla16	Claire Keim
cla17	Claire Kelly
cla18	Claire Maurier
cla19	Claire McDowell
cla20	Claire Pakis
cla21	Claire Skinner
cla22	Claire Trevor
cla23	Claire Wilbur
cla24	Clancy Brown
cla25	Clancy Cooper
cla26	Clancy Malone
cla27	Clara Bellar
cla28	Clara Bow
cla29	Clara Calamai
cla30	Clara Khoury
cla31	Clara Law
cla32	Clara Pontoppidan
cla33	Clara Segura
cla34	Clara T. Bracy
cla35	Clara Williams
cla36	Clare Carey
cla37	Clare Clifford
cla38	Clare Grogan
cla39	Clare Higgins
cla40	Clare Kilner
cla41	Clare Kramer
cla42	Clare Lotto
cla43	Clarence Brown
cla44	Clarence Burton
cla45	Clarence Clemons
cla46	Clarence Felder
cla47	Clarence Fok Yiu-leung
cla48	Clarence G. Badger
cla49	Clarence Gilyard, Jr.
cla50	Clarence Kolb
cla51	Clarence Muse
cla52	Clarence Nash
cla53	Clarence Williams III
cla54	Claribel Medina
cla55	Clarice F. Geigerman
cla56	Clarissa Burt
cla57	Clark Duke
cla58	Clarke Peters
cla59	Clark Gregg
cla60	Clark Howat
cla61	Clark Johnson
cla62	Clark Williams
cla63	Claud Allister
cla64	Claude Akins
cla65	Claude Archer
cla66	Claude Aufaure
cla67	Claude Autant-Lara
cla68	Claude Berri
cla69	Claude Bertrand
cla70	Claude Binyon
cla71	Claude Brasseur
cla72	Claude Chabrol
cla73	Claude Dauphin
cla74	Claude Earl Jones
cla75	Claude Faraldo
cla76	Claude Gagnon
cla77	Claude Gensac
cla78	Claude Jade
cla79	Claude Jarman Jr.
cla80	Claude Jutra
cla81	Claude Lanzmann
cla82	Claude Laydu
cla83	Claude Miller
cla84	Claude Nollier
cla85	Claude Rich
cla86	Claude Sylvain
cla87	Claudette Mink
cla88	Claude Whatham
cla89	Claude Zidi
cla90	Claudia Abreu
cla91	Claudia Black
cla92	Claudia Bryar
cla93	Claudia Cardinale
cla94	Claudia Celedon
cla95	Claudia Christian
cla96	Claudia Coli
cla97	Claudia Drake
cla98	Claudia Ferri
cla99	Claudia Gerini
cla100	Claudia Jennings
cla101	Claudia Karvan
cla102	Claudia McNeil
cla103	Claudia Michelsen
cla104	Claudia Ramirez
cla105	Claudia Stedelin
cla106	Claudia Weill
cla107	Claudia Wells
cla108	Claudie Blakley
cla109	Claudine Auger
cla110	Claudine Longet
cla111	Claudio Brook
cla112	Claudio Fah
cla113	Claudio Fragasso
cla114	Claudio Santamaria
cla115	Claus Jurichs
cla116	Clay Borris
cla117	Clayne Crawford
cla118	Clayton Rohner
cla119	Clayton Snyder
cla120	Clayton Taylor
cla121	Clayton Watson
cle1	Clea DuVall
cle2	Cleavant Derricks
cle3	Cleavon Little
cle4	Clelia Matania
cle5	Clem Caserta
cle6	Clemency ;Burton-Hill
cle7	Clemens Scheitz
cle8	Clement Sibony
cli1	Clint Eastwood
cli2	Clive Owen
cli3	Clifford C. Coleman
cli4	Cliff Chamberlain
cli5	Cliff Clark
cli6	Cliff Curtis
cli7	Cliff De Young
cli8	Cliff Edwards
cli9	Cliff Gorman
cli10	Clifford David
cli11	Clifford Evans
cli12	Clifford Irving
cli13	Cliff Osmond
cli14	Cliff Owen
cli15	Cliff Potts
cli16	Cliff Robertson
cli17	Cliff Roca
cli18	Cliff Saunders
cli19	Clifton Collins, Jr.
cli20	Clifton James
cli21	Clifton Ko
cli22	Clifton Powell
cli23	Clifton Webb
cli24	Clifton Young
cli25	Clint Howard
cli26	Clinton Leupp
cli27	Clinton Sundberg
cli28	Clint Ritchie
cli29	Clive A. Smith
cli30	Clive Barker
cli31	Clive Brook
cli32	Clive Donner
cli33	Clive Dunn
cli34	Clive Fleury
cli35	Clive Merrison
cli36	Clive Pearse
cli37	Clive Revill
cli38	Clive Russell
cli39	Clive Swift
cli40	Clive Turner
clo1	Cloris Leachman
clo2	Clotilde Courau
clo3	Clovis Cornillac
clu1	Clu Gulager
cly1	Clyde Bruckman
cly2	Clyde Beatty
cly3	Clyde Cook
cly4	Clyde Geronimi
cly5	Clyde Lewis
cly6	Clyde Scott
cly7	Clydie King
cly8	Clytie Jessop
cma1	C. Martin Croker
cmo1	C. Montague Shaw
cmp1	C.M. Pennington-Richards
cmt1	C.M. Talkington
cmu1	C-Murder
coc1	Cochin Haneefa
cod1	Cody ChestnuTT
cod2	Cody Linley
coi1	Coit Albertson
col1	Colin Farrell
col2	Colby Chester
col3	Colby French
col4	Cole Caplan
col5	Coleen Gray
col6	Cole Hauser
col7	Cole Heppell
col8	Coleman Francis
col9	Cole Sprouse
col10	Colette Burson
col11	Colin Bain
col12	Colin Baker
col13	Colin Barrie
col14	Colin Beavan
col15	Colin Blakely
col16	Colin Brady
col17	Colin Chilvers
col18	Colin Clive
col19	Colin Cunningham
col20	Coline Serreau
col21	Colin Firth
col22	Colin Fox
col23	Colin Friels
col24	Colin Gordon
col25	Colin Hanks
col26	Colin Higgins
col27	Colin Jeavons
col28	Colin Keith-Johnston
col29	Colin Moy
col30	Colin Petersen
col31	Colin Rigdon
col32	Colin Roberts
col33	Colin Salmon
col34	Colin Stinton
col35	Colin Strause
col36	Colin Welland
col37	Colleen Camp
col38	Colleen Dewhurst
col39	Colleen Foy
col40	Colleen Moore
col41	Colleen Rennison
col42	Colleen Wheeler
col43	Collette Wolfe
col44	Collin Chou
col45	Collins Pennie
col46	Collin Stark
col47	Collin Wilcox Paxton
col48	Colman 'Tiger' King
col49	Colman Domingo
col50	Colm Feore
col51	Colm Meaney
col52	Coluche
col53	Columbus Short
com1	Common
con1	Connie Nielsen
con2	Conan Lee
con3	Conchata Ferrell
con4	Cong Shan
con5	Connie Booth
con6	Connie Britton
con7	Connie Francis
con8	Connie Marshall
con9	Connie Mason
con10	Connie Ray
con11	Connie Russell
con12	Connie Sawyer
con13	Connie Scott
con14	Connie Sellecca
con15	Connie Stevens
con16	Connie Young
con17	Connor Price
con18	Connor Ratliff
con19	Conor Donovan
con20	Conor McEvoy
con21	Conor McPherson
con22	Conrad Bergschneider
con23	Conrad Brooks
con24	Conrad Dunn
con25	Conrad Nagel
con26	Conrado San Martin
con27	Conrad Roberts
con28	Conrad Rooks
con29	Conrad Veidt
con30	Conrad Vernon
con31	Constance Bennett
con32	Constance Collier
con33	Constance Cummings
con34	Constance Dowling
con35	Constance Ford
con36	Constance Marie
con37	Constance Money
con38	Constance Shulman
con39	Constance Talmadge
con40	Constance Towers
con41	Constance Worth
con42	Constantin Costa-Gavras
con43	Conway Tearle
coo1	Cookie Mueller
coo2	Coolio
cor1	Coral Browne
cor2	Cora Lee Day
cor3	Coralina Cataldi-Tassoni
cor4	Cora Witherspoon
cor5	Corbin Allred
cor6	Corbin Bernsen
cor7	Corbin Bleu
cor8	Corbin Timbrook
cor9	Cordelia Richards
cor10	Corey Allen
cor11	Corey Burton
cor12	Corey Feldman
cor13	Corey Haim
cor14	Corey Johnson
cor15	Corey Padnos
cor16	Corey Page
cor17	Corey Parker
cor18	Corey Stoll
cor19	Corey Yuen
cor20	Corey Yuen Kwai
cor21	Corinna Harfouch
cor22	Corinne Benizio
cor23	Corinne Bohrer
cor24	Corinne Calvet
cor25	Corinne Clery
cor26	Corinne Marchand
cor27	Corin Nemec
cor28	Cork Hubbert
cor29	Cormel Daniel
cor30	Cornelia Froboess
cor31	Cornelia Sharpe
cor32	Cornel Wilde
cor33	Coronji Calhoun
cor34	Corwin Hawkins
cor35	Cory Crow
cor36	Cory Danziger
cor37	Cory Hardrict
cor38	Cory McAbee
cor39	Cory Monteith
cos1	Costa-Gavras
cos2	Cosima Littlewood
cos3	Costa Botes
cos4	Costa Gavras
cos5	Costas Carras
cos6	Costas Kilias
cos7	Costas Mandylor
cou1	Courteney Cox
cou2	Courtney-Jane White
cou3	Courtney B. Vance
cou4	Courtney Chase
cou5	Courtney Gains
cou6	Courtney Jines
cou7	Courtney Love
cou8	Courtney Solomon
cou9	Courtney Thorne-Smith
cra1	Craig Sheffer
cra2	Craig Brewer
cra3	Craig T. Nelson
cra4	Craig Archibald
cra5	Crahan Denton
cra6	Craig Bierko
cra7	Craig Chester
cra8	Craig Clyde
cra9	Craig Fairbrass
cra10	Craig Ferguson
cra11	Craig Gillespie
cra12	Craig Hall
cra13	Craig Hamann
cra14	Craig Kelly
cra15	Craig Lahiff
cra16	Craig Mazin
